sample,env1,env2,sequence,description,run,location,lat,lon,total_reads,mapped_reads,OTU_number,otu_diversity,otu_mapped,otu_abun,lat_lon1
1622.UPMain.126.127B,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,7,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.127.128,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,4,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.128.129A,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,2,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.128.129B,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,6,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.13.14A,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,5,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.13.14B,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,6,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.130.131,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,6,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.131.132,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,2,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.132.133,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,3,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.133.134,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,6,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.134.135,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,1,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.135.136,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,9,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.136.137,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,4,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.137.138,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,5,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.138.139,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,6,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.139.140,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,3,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.14.15A,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,6,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.14.15B,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,8,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.15.16A,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,6,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.15.16B,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,5,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.16.17A,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,5,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.16.17B,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,6,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.17.18A,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,6,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.17.18B,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,6,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.18.19A,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,7,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.18.19B,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,5,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.19.20A,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,7,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.19.20B,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,3,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.2.3,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,6,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.20.21,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,3,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.21.22,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,5,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.22.23,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,7,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.23.24,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,3,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.24.25,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,2,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.25.26,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,10,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.26.27A,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,5,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.26.27B,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,4,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.27.28,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,6,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.28.29A,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,6,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.28.29B,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,6,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.29.30A,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,5,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.29.30B,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,7,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.3.4,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,11,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.30.31A,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,4,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.31.32A,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,5,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.31.32B,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,3,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.32.33A,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,6,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.33.34A,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,5,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.34.35A,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,5,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.35.36A,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,3,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.36.37A,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,3,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.36.37B,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,2,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.37.38A,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,5,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.37.38B,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,6,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.38.39A,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,3,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.38.39B,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,3,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.39.40A,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,5,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.39.40B,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,5,Sediment (non-saline),0,42.06###-71.37761
1622.UPMain.4.5,Free-living,Non-saline,16S rRNA,"Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.",ERP016496,GAZ:United States of America,42.06,-71.37761,V4,freshwater sediment metagenome,Small lake biome,6,Sediment (non-saline),0,42.06###-71.37761
